name,ratings,prices,aminities,location,description,City
Conrad Cairo,4.5,"EGP 8,152",",Valet parking,Wifi,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Nightclub / DJ,Kids stay free,Outdoor pool,Heated pool,Fitness / spa changing rooms,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Kid-friendly buffet,Swimup bar,Poolside bar,Airport transportation,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Massage,Salon,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,ATM on site,Butler service,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Private balcony,Room service,Safe,VIP room facilities,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","1191 Nile Corniche, Cairo 11221 Egypt","Overlooking the magnificent River Nile, Conrad Cairo is set in the heart of bustling downtown. This award-winning event and business hotel offers city explorers premium rooms, elegant dining and 24-hour entertainment with a glamorous International Casino. Conrad Cairo offers spectacular River Nile views from every room. Enjoy easy access to city center businesses, as well as legendary attractions such as the Sphinx and Giza Pyramid. Extensive amenities include an on-site health club and outdoor swimming pool. Hotel boutiques, florist, beauty salon and shoe shine are also available for your convenience. Six outstanding restaurants and bars offer round the clock dining and entertainment. Visit the International Casino with a cocktail in hand and experience the glitz and glamour of Stage One bar. Our hotel is now in the TripAdvisor Hall of Fame, receiving outstanding traveler reviews and a TripAdvisor Certificate of Excellence six years in a row.",Cairo
"InterContinental Cairo Semiramis, an IHG Hotel",4.5,"EGP 6,831",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Kids stay free,Babysitting,Paid private parking on-site,Wifi,Hot bath,Pool / beach towels,Pool with view,Outdoor pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Kid-friendly buffet,Kids' meals,Outdoor dining area,Wine / champagne,Poolside bar,Highchairs available,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Light therapy,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Shops,Sun terrace,Sun umbrellas,ATM on site,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Bathrobes,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Bidet,Interconnected rooms available,Private balcony,Room service,Safe,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Iron,Laptop safe,Private bathrooms,Wake-up service / alarm clock,Minibar,Refrigerator,Electric kettle,Flatscreen TV,Radio,Bath / shower,Complimentary toiletries,Hair dryer,City view,Landmark view,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile.",Cairo
Cairo World Trade Center Hotel & Residences,4.0,"EGP 5,371",",Parking,Free internet,Pool,Bar / lounge,Airport transportation,Conference facilities,Banquet room,Baggage storage,Wifi,Paid wifi,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Meeting rooms,Concierge,Currency exchange,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Additional bathroom,Private balcony,Room service,Safe,Kitchenette,Microwave,Flatscreen TV,Refrigerator,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","1191 Courniche El Nile Street, Cairo 11511 Egypt","On the River Nile and part of the World Trade Centre complex, the Cairo World Trade Centre Residence is a 10 minute walk from the business district, Egyptian museum, famous Tahrir square, 30-45 minutes from Cairo International Airport. The hotel is 200 yards from the 15th of May bridge. Refined luxury and service await you. 104 breathtaking tower suites, ideally located at the east bank of the River Nile, combined downtown convenience . To reach the Cairo World Trade Centre Residence from Cairo International Airport take Orouba Road and then 6th of October Bridge. Take the 15th of May Bridge exit and from there the Cornich El Nile exit (the 3rd right after you get off the bridge). Depending on traffic, expect the 12-mile drive to take 30-45 minutes.",Cairo
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5,"EGP 3,589",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Kids stay free,Airport transportation,Business Centre with Internet Access,Valet parking,Wifi,Rooftop pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Poolside bar,Car hire,Taxi service,Conference facilities,Banquet room,Meeting rooms,Salon,24-hour security,BBQ facilities,Baggage storage,Concierge,Currency exchange,Shops,ATM on site,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?",Cairo
"The Westin Cairo Golf Resort & Spa, Katameya Dunes",4.5,"EGP 7,460",",Valet parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Golf course,Evening entertainment,Kids stay free,Wifi,Hot bath,Pool / beach towels,Pool with view,Indoor pool,Outdoor pool,Heated pool,Private pool,Yoga classes,Yoga room,Fitness / spa changing rooms,Personal trainer,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Outdoor dining area,Special diet menus,Wine / champagne,Poolside bar,Walking tours,Children Activities (Kid / Family Friendly),Kids club,Kids pool,Airport transportation,Shuttle bus service,Car hire,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Sun loungers / beach chairs,Sun umbrellas,Doorperson,First aid kit,24-hour check-in,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Desk,Coffee / tea maker,Cable / satellite TV,Extra long beds,Bidet,Bathrobes,Dining area,Housekeeping,Private balcony,Room service,Safe,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Iron,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Minibar,Flatscreen TV,Radio,Walk-in shower,Bath / shower,Complimentary toiletries,Hair dryer,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms","Road 90, New Cairo City Katameya Dunes, Cairo 11835 Egypt","A Heavenly Retreat of Well-Being in Cairo A sanctuary of well-being amidst bustling Cairo, The Westin Cairo Golf Resort & Spa Katameya Dunes is tucked away in this fast-emerging, upscale, integrated lifestyle enclave in New Cairo, where people escape to discover a relaxing haven, offering 177 rooms & suites inside “Katameya Dunes Compound”, the city’s high-end residential compound. At The Westin Cairo Golf Resort & Spa - Katameya Dunes, every aspect of your stay is carefully designed, from our innovative programs to our revitalizing amenities, everything we do is for a better you. Surrounded by the 27 holes, Sir Nick Faldo designed, Golf Course that is configured into two Championship Golf Courses, The lake, and The Palms. The hotel relaxing facilities set the stage for an energizing stay, inviting every guest to relax and reset. The resort provides an innovative approach to well-being where guests feel they can achieve perfect balance and surrender to the healing touch of enriching experiences so that they can reach their fullest potential. The resort invites guests to a vibrant culinary journey delivered within three dining concepts; from delicious healthy to the finest international ingredients for an unforgettable sensory food experience in the city of Cairo At The Westin Cairo Golf Resort & Spa - Katameya Dunes, our mission is to enable guests to live energizing experiences for the mind, body, and spirit. Our touchpoints and initiatives are designed from our desire to allow for a better you in Cairo. From the contemporary and spacious rooms and suites featuring the iconic Westin Heavenly Bed to the latest WestinWORKOUT fitness studio, a visit to the signature Heavenly Spa, no detail is overlooked. From the moment guests arrive, they feel Westin’s essence, but combined with multicultural flavors elevated by the engaged approach of the warm Egyptian hosts who help them enjoy their stay. All associates are inspired to instinctively and thoughtfully respond to guests’ needs on a personal level. Ultimately, the revitalized travelers and loved ones leave The Westin Cairo Golf Resort & Spa - Katameya Dunes relaxed, enriched, renewed & feeling better.",Cairo
Bella Casa Hostel,5.0,EGP 298,",Free High Speed Internet (WiFi),Wifi,Airport transportation,Business Centre with Internet Access,Room service,Kitchenette","2 Al Bostan Al Seidi Street Huda Shaarawy, Talaat Harb, Cairo 11511 Egypt","Wonderful hostel in a very unique location in the heart of downtown Cairo where everything is nearby we provide clean rooms with supreme service and good budget we also organise tour,pickups and tickets services",Cairo
President Hotel,3.0,"EGP 3,734",",Internet,Free breakfast,Business Centre with Internet Access,Meeting rooms,Baggage storage,Concierge,Laundry service,Self-serve laundry,Bar / lounge,Restaurant,Breakfast buffet,Air conditioning,Room service,Safe,Family rooms","22 Taha Hussein Str Zamalek District, Cairo Egypt",Central Hotel occupying the first & top 4 floors of an apartment building in residential area near embassies.,Cairo
Sofitel Cairo Nile El Gezirah,4.5,"EGP 7,915",",Valet parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Casino and Gambling,Entertainment staff,Kids stay free,Paid private parking on-site,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Kids' meals,Outdoor dining area,Snack bar,Special diet menus,Wine / champagne,Swimup bar,Poolside bar,Evening entertainment,Patio,Nightclub / DJ,Babysitting,Kids pool,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business centre,Spa,Body wrap,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Head massage,Makeup services,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Executive lounge access,Gift shop,Newspaper,Outdoor furniture,Shops,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Butler service,Doorperson,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Bathrobes,Air conditioning,Additional bathroom,Desk,Minibar,Cable / satellite TV,Bath / shower,Housekeeping,Interconnected rooms available,Private balcony,Room service,Seating area,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Refrigerator,Electric kettle,Flatscreen TV,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends.",Cairo
Traveler's House Hotel,4.5,EGP 989,",Free High Speed Internet (WiFi),Wifi,Free breakfast,Airport transportation,Baggage storage,Currency exchange,24-hour front desk,Laundry service,Breakfast in the room,Room service,Safe","43 Sherief Street 4Th Floor, Cairo 11511 Egypt","Newly opened. Finally after looking for the best central point in Cairo for all travelers we found this strategic location to establish travelers house, the hostel is situated in the heart of downtown. Therefore we are so close to everywhere - 8 minutes walk to Egyptian museum, 2 minutes walk to subway (Nasser, Attaba and Orabi metro stations), 10 minutes walk to the main bus station (Turguman station), 11 minutes walk to the train station (Ramses station), 17 minutes walk to the oldest and most famous market (Khan el-Khalili bazaar), 30 minutes drive from Cairo International airport. Located around the hostel collection of Egyptian and international banks, restaurants and coffee shops (24 hours service)..Travelers House has large rooms with high ceilings and high quality furniture and equipped with air-conditioning which make your stay pleasant and comfortable. The fresh towels and the linen are available 24 hours for free, 24 hour hot water in the private bathrooms inside the rooms and the shared bathrooms.",Cairo
Cleopatra Hotel,3.5,"EGP 2,827",",Free High Speed Internet (WiFi),Wifi,Free breakfast,Car hire,Baggage storage,Concierge,Dry cleaning,Laundry service,Restaurant,Breakfast available,Breakfast buffet,Non-smoking hotel,Air conditioning,Room service,Safe,Telephone,Clothes rack,Wake-up service / alarm clock,Bath / shower,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","2 Al Bustan Street Tahrir Square, Downtown, Cairo 11511 Egypt","Situated within 200 m of Cairo Museum and Nile River, Cleopatra Hotel offers rooms in Cairo. Featuring on-site dining, this 3-star hotel has air-conditioned rooms with a private bathroom. AUC Main Campus is 300 m from the hotel and Sudan Embassy is a 9-minute walk away and has subway access. The units at the hotel are fitted with a seating area. Each room is fitted with a flat-screen TV, and selected rooms also offer a river view. All rooms will provide guests with a desk and a kettle. A buffet breakfast is served every morning at the property. Staff at the 24-hour front desk can help guests with any queries that they may have. Popular points of interest near Cleopatra Hotel include El-Ahly Sporting Club, New Cairo Opera and Azbakeya Park. The nearest airport is Cairo International Airport, 17 km from the accommodation.",Cairo
Nile View Jewel Hotel,3.5,"EGP 2,641",",Free parking,Free High Speed Internet (WiFi),Hot bath,Free breakfast,Evening entertainment,Children Activities (Kid / Family Friendly),Kids club,Airport transportation,Internet,Outdoor pool,Bar / lounge,Coffee shop,Restaurant,Breakfast buffet,Breakfast in the room,Snack bar,Wine / champagne,Rooftop bar,Car hire,Meeting rooms,Rooftop terrace,BBQ facilities,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Ironing service,Bathrobes,Air conditioning,Housekeeping,Room service,Safe,Seating area,Bath / shower,Complimentary toiletries,Telephone,Bottled water,Iron,Wake-up service / alarm clock,Non-smoking rooms,Family rooms","Nile Cornaish, Maadi Front of Star Towers, Cairo 11511 Egypt","Nile View - Zamalek is an excellent choice for travellers visiting Cairo, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.Free wifi is offered to guests, and rooms at Nile View - Zamalek offer a minibar, air conditioning, and a seating area.During your stay, take advantage of some of the amenities offered, including 24 hour front desk, room service, and a coffee shop. Guests of Nile View - Zamalek are also welcome to enjoy a rooftop pool and an on-site restaurant. For travellers arriving by car, free parking is available.Nearby landmarks such as Mosque of Al-Azhar (1.5 mi) and Mosque of Ibn Tulun (1.8 mi) make Nile View - Zamalek a great place to stay when visiting Cairo.While staying in Cairo, you can check out a popular wine bar like UnderGround, which is serving up some great dishes.Plus, during your trip, don't forget to check out Cairo Tower (0.5 mi), Zamalek (Gezira Island) (0.5 mi), and Manial Palace Museum (0.8 mi), some attractions that are a short walk from Nile View - Zamalek.Enjoy your stay in Cairo!",Cairo
Safari Hotel,4.0,EGP 484,",Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Game room,Children Activities (Kid / Family Friendly),Airport transportation,Baggage storage,Convenience store,Currency exchange,Gift shop,Non-smoking hotel,Shared bathroom,Shared lounge / TV area,24-hour front desk,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Bottled water,Iron,Hair dryer","4 Souq Eltawfiqia St, 5th Floor, Cairo 11511 Egypt","Welcome to Safari Hotel, the oldest Japanese Hotel in Cairo. Safari Hotel was originally established in 1992 and it was dedicated mainly for Japanese guests (travelers & pack backers). We are Located in the middle of Cairo Downtown, a 10 minute walk to the Egyptian Museum and 5 minute walk to Nasser metro station, which connects you to the rest of Cairo.",Cairo
Nile Crystal Hotel,5.0,EGP 656,,"13 Meret Basha, Cairo 11511 Egypt","O dono do hotel, Mohammed, foi sempre super simpático mesmo depois dos enumeros favores que lhe pedimos. Podemos tomar banho depois de uma longa viagem até ao Cairo antes da hora do check-in.  Permitiu que deixasse-mos as malas no hotel quando voltamos ao Cairo uns dias depois. E a todos os pedidos respondeu com um chá e com um ""You are welcome"". Sentimo-nos de facto bem-vindas a este espaço.  Para além de tudo isto, a localização do hotel é excelente.",Cairo
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5,"EGP 4,832",",Parking,Free High Speed Internet (WiFi),Fitness Centre with Gym / Workout Room,Free breakfast,Kids stay free,Babysitting,Car hire,Business Centre with Internet Access,Wifi,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Meeting rooms,Baggage storage,Concierge,Convenience store,Currency exchange,Non-smoking hotel,Shops,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Kitchenette,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week.",Cairo
Arabesque Hotel,4.0,EGP 785,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Children Activities (Kid / Family Friendly),Airport transportation,Meeting rooms,Non-smoking hotel,Shared bathroom,Wifi,Restaurant,Dry cleaning,Laundry service,Air conditioning,Refrigerator,Bath / shower,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","11 Ramsis Street, Cairo 11511 Egypt","Arabesque Hotel provide excellent big airy sunny rooms with bathroom inside TV / AC. The hotel itself located in the most magical spot of Cairo Egypt meters away from the museum, River and the main bus Station... Arabesque Hotel pride itself for cleanness, value, safety and staff eager to happily help our guest see you soon in Arabesque Hotel Cairo.",Cairo
Triumph Plaza Hotel,4.5,"EGP 2,000",",Paid private parking on-site,Free internet,Fitness Centre with Gym / Workout Room,Coffee shop,Kids stay free,Airport transportation,Conference facilities,Banquet room,Car park,Wifi,Fitness / spa changing rooms,Sauna,Restaurant,Breakfast buffet,Car hire,Meeting rooms,Spa,Massage,24-hour security,Baggage storage,Concierge,Newspaper,ATM on site,24-hour check-in,24-hour front desk,Clothes dryer,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Flatscreen TV,Bath / shower,Complimentary toiletries,Seating area,Telephone,Bottled water,Private bathrooms,Wake-up service / alarm clock,Hair dryer,City view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","El-Khalifa El-Maamoun St., Cairo 11511 Egypt","Triumph Plaza Hotel is a upmarket hotel conveniently situated in Heliopolis area which is the most attractive residential area it is only few minutes away from all Cairo’s hot spots as Salah Salem avenue Cairo’s main road , Cairo international airport , Cairo international conference centre and biggest shopping areas in Cairo Enjoy delicious fine taste and exquisite cuisines from all around the world we bring to you our Seehraz Restaurant offers sumptuous buffet breakfast, Lunch and Dinner for your choice. In our Lebanese restaurant, you are welcome to choose from our large à-la-carte Menu, or which boasts a wide selection of freshly prepared Lebanese Specialities. The atmosphere in our Restaurant is always lively, yet cosy and authentic. Not only our many international Guests appreciate the atmosphere, also many Locals come in regularly and enjoy their meal. ‘Up to you’ coffee shop is the place where is you can enjoy your drink and home made pastries and bakery In rehana Enjoy the beautiful summer evenings on our Garden Terrace and take in the unique atmosphere! Not only Unwind in our exquisite Executive Lounge when you book any of our rooms & suites.",Cairo
Triumph Luxury Hotel,5.0,"EGP 5,869",",Valet parking,Free internet,Pool,Fitness Centre with Gym / Workout Room,Coffee shop,Tennis court,Kids stay free,Children's playground,Paid private parking on-site,Wifi,Pool / beach towels,Indoor pool,Outdoor pool,Heated pool,Yoga classes,Yoga room,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Poolside bar,Restaurant,Breakfast available,Breakfast buffet,Outdoor dining area,Kids pool,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Massage,Massage chair,Steam room,24-hour security,Baggage storage,Concierge,Currency exchange,Outdoor furniture,ATM on site,Doorperson,Umbrella,24-hour check-in,24-hour front desk,Clothes dryer,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Air purifier,Air conditioning,Desk,Minibar,Cable / satellite TV,Sofa bed,Bath / shower,Bathrobes,Housekeeping,Interconnected rooms available,Private balcony,Room service,Safe,Seating area,Separate living room,Sofa,Telephone,VIP room facilities,Wardrobe / wardrobe,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Electric kettle,Flatscreen TV,Complimentary toiletries,Hair dryer,City view,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Block 19 In Front Of Katameya Heights, Cairo 11511 Egypt","Contemporary designs, elegant interiors, and perfect location! Triumph Luxury Hotel is ideal for families, couples & business travelers alike. With its prime location in one of New Cairo’s best districts, the 5th settlement, the hotel is just a few minutes away from the business district, top shopping venues, and some of the best nightspots in town. The hotel also lies in close proximity to Cairo International Airport. Triumph Luxury Hotel offers you the ultimate hospitality experience you can wish for, in a warm & friendly manner",Cairo
Four Seasons Hotel Cairo at Nile Plaza,4.5,"EGP 20,730",",Car park,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Babysitting,Highchairs available,Airport transportation,Wifi,Hot bath,Indoor pool,Outdoor pool,Heated pool,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Outdoor dining area,Wine / champagne,Poolside bar,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Body wrap,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Head massage,Massage,Massage chair,Neck massage,Salon,Steam room,Waxing services,Rooftop terrace,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bidet,Bathrobes,Interconnected rooms available,Private balcony,Room service,Safe,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Laptop safe,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Walk-in shower,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","1089 Corniche El Nil Maglis El Shaab, Garden City, Cairo 11511 Egypt","In the heart of Cairo on the banks of the River Nile, Four Seasons Hotel Cairo at Nile Plaza opens the door to discovering Egypt’s 5,000-year-old ancient mysteries, minutes away from the majestic pyramids, Egyptian museum and the 1,000-year-old market. Being the heartbeat of the Nile, Four Seasons provides a sense of discovery and excitement with views of vibrant Cairo, nine stellar dining experiences, and the most authentic spa in the city. Opulent bright rooms offer the perfect blend of comfort, space and style with triple-glazed windows to ensure quietness, deep soaking tubs, Wi-Fi, and views of the Nile or the 12th-century citadel.",Cairo
Grand Agor,4.5,"EGP 1,173",",Paid public parking on-site,Free High Speed Internet (WiFi),Breakfast in the room,Bicycle rental,Children Activities (Kid / Family Friendly),Airport transportation,Business Centre with Internet Access,Baggage storage,Secured parking,Internet,Shuttle bus service,Car hire,Concierge,Currency exchange,Newspaper,ATM on site,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Ironing service,Soundproof rooms,Air conditioning,Housekeeping,Safe,VIP room facilities,Iron,Bridal suite","15 Shareef St In front of the National Bank of Egypt, Cairo 11511 Egypt","See why so many travellers make Grand Agor their small hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Grand Agor offers guests free wifi.The small hotel features 24 hour front desk, a concierge, and baggage storage. Plus, Grand Agor offers an on-site restaurant, providing a pleasant respite from your busy day. For guests with a vehicle, street parking is available.While in Cairo, you may want to check out some of the restaurants that are a short walk away from Grand Agor, including The Tap Maadi (0.4 mi) and Rosto (0.5 mi).Plus, during your trip, don’t forget to check out some of the popular architectural buildings, such as Khan Al-Khalili, Citadel (Al-Qalaa), and Chaar-Hachamaim Synagogue.We’re sure you’ll enjoy your stay at Grand Agor as you experience all of the things Cairo has to offer.",Cairo
