name,ratings,prices,aminities,location,description,City
Oasis Resort,4.0,,"Parking,Free High Speed Internet (WiFi),Pool,Restaurant,Nightclub / DJ,24-hour front desk,Laundry service,Air conditioning,Room service,Telephone,Wake-up service / alarm clock,Bath / shower,Family rooms","Qaraoun Lake, Al Fayyum 99999 Egypt",المكان كبير ومتنوع وممكن تركب فلوكة على البحيرة او خيل او الجلوس امام البحيرة ومشاهدة الطيور فى الماء المطعم مناسب والاكل كويس سواء الاسماك او اللحوم وفى ملعب كرة قدم خكاسى جيد ولكن يعيبه عدم الصيانة الجيدة للمنشات,Al-Fayyum
Tunis King Hotel,,"EGP 1,216",,"Tunis Village, Al Fayyum 63512 Egypt",,Al-Fayyum
Fayoum Hotel Armed Forces,,"EGP 1,840",,,,Al-Fayyum
La Viena Health Resort,,"EGP 2,259","Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Evening entertainment,Children Activities (Kid / Family Friendly),Kids club,Secured parking,Wifi,Hot bath,Pool / beach towels,Outdoor pool,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Coffee shop,Restaurant,Breakfast in the room,Kids' meals,Special diet menus,Poolside bar,Pets Allowed ( Dog / Pet Friendly ),Car hire,Business Centre with Internet Access,Meeting rooms,Spa,Massage,Salon,Steam room,BBQ facilities,Baggage storage,Concierge,Outdoor furniture,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Room service,Bottled water,Suites","Km 80 Cairo-assiut Western Desert Road - Meidum Pyramid Area, Al Fayyum 16511 Egypt","Inspired by the Austrian Philosophy of Health enhancement and the rich wisdom and traditions of Native Egyptian people , We Change People Lives.",Al-Fayyum
El Mandara Lodge,2.5,,,"Lake Karoon, Al Fayyum Egypt","the lodge is on qaroon lake which gives a great view especially in sunrise and sunset. the houses is designed in good way, but the place is a bit dirty, and we were alone in the whole village with the staff. we were a group of male friends so we didnt mind the low level of cleanliness in the place and we enjoyed it more than we enjoyed our first night in zad el mosfaer, due to the good view.",Al-Fayyum
Honey Day Hotel,1.5,,"Children Activities (Kid / Family Friendly)","Gamal Abdel Nasser St. Cairo El Fayoum Desert Rd., Al Fayyum Egypt",إدارة سيئة للغاية عندما يكون المدير ليس عنده فنون في التعامل مع العملاء و اتخانق معايا وهو اللي غلطان و بيطرد عميل مابالك بباقي فريق العمل لا انصح به بالمره الفندق عباره عن راحه نفسية وهذا لايوجد به بالمره,Al-Fayyum
El Moalemeen Hotel,,,"Free public parking nearby,Free High Speed Internet (WiFi),Wifi,Restaurant,Children Activities (Kid / Family Friendly),24-hour front desk,Air conditioning,Safe,Telephone,Minibar,Flatscreen TV,Bath / shower",,,Al-Fayyum
The Two Lions Ecolodge,,,"Parking,24-hour front desk",,,Al-Fayyum
Khazfista,,,,,,Al-Fayyum
Little Swiss Oasis,,,,,,Al-Fayyum
El Farsha Camp,,,,Al Fayyum 00202 Egypt,,Al-Fayyum
Faculty of Tourism Hotel,,,,,,Al-Fayyum
Norias Hotel & Resort,,,,"Wadi AL Raian Road Qaroun Lake Road, Al Fayyum 63773 Egypt",,Al-Fayyum
Bequest,,,,,,Al-Fayyum
Qarun hotel fndq qrwn,,,,,,Al-Fayyum
Asia Resort,,,,"Tunis Village, Al Fayyum Egypt",,Al-Fayyum
Palace Hotel,,,,,,Al-Fayyum
