name,ratings,prices,aminities,location,description,City
Pyramids Planet Hotel,5.0,,"Family rooms,Suites,Non-smoking rooms,City view,Mountain view,Hair dryer,Complimentary toiletries,Bath / shower,Walk-in shower,Flatscreen TV,Electric kettle,Stovetop,Oven,Microwave,Dishwasher,Wake-up service / alarm clock,Tile / marble floor,Private bathrooms,Iron,Bottled water,Telephone,Separate living room,Safe,Room service,Private balcony,Bidet,Extra long beds,Cable / satellite TV,Coffee / tea maker,Housekeeping,Desk,Air conditioning,Blackout curtains,Shoeshine,Ironing service,Washing machine,Laundry service,Dry cleaning,Clothes dryer,Private check-in / check-out,24-hour front desk,24-hour check-in,Sun terrace,Shared lounge / TV area,Shared kitchen,Shared bathroom,Outdoor furniture,Non-smoking hotel,Newspaper,Mosquito net,Executive lounge access,Currency exchange,Concierge,Baggage storage,24-hour security,Taxi service,Car hire,Shuttle bus service,Complimentary welcome drink,Complimentary tea,Complimentary Instant Coffee,Breakfast in the room,Breakfast available,Restaurant,Wifi,Street parking,Rooftop terrace,Airport transportation,Children Activities (Kid / Family Friendly),Evening entertainment,Entertainment staff,Free breakfast,Free High Speed Internet (WiFi),Free parking,","198 W, Hadayek El Ahram, Gate 2, Giza 12513 Egypt","Pyramids Planet Hotel features air-conditioned rooms with satellite flat-screen TV in the Giza district of Cairo. Boasting a 24-hour front desk, this property also welcomes guests with a restaurant and a terrace. Private parking is available on site. The private bathroom is fitted with a shower, a hairdryer and free toiletries. All rooms at the hotel are fitted with a shared bathroom equipped with a bath. - Free WIFI is available inside all the property ** Rooms ( Many of them with Pyramids View ) with good facilities Such as Private bathroom with Hairdryer , Air condition ,Dry Cleaning, Ironing service, Daily housekeeping, Fax and Photocopying and Pharmacy. Giza Pyramids is 701 m from the accommodations, while Great Sphinx is 0.8 mi from the property. The nearest airport is Sphinx International Airport, 17 mi from Pyramids Planet Hotel. Home away from Home !!",Giza
Egypt Pyramids Inn,4.5,"EGP 3,915","Non-smoking rooms,Room service,Air conditioning,Laundry service,Rooftop terrace,Airport transportation,Children Activities (Kid / Family Friendly),Restaurant,Free breakfast,Internet,Free High Speed Internet (WiFi),","1 Abou Al Hool Al Seiahi, Giza 12557 Egypt","Nice place. Fantastic view and workers are nice. They also arrange a tour to visit the pyramids and the national museum. The guide was good. After check out, they  borrowed me a room to take a shower before going to the airport. Food is also good.",Giza
Elite Pyramids Boutique Hotel,5.0,,"Family rooms,Suites,Non-smoking rooms,Pool view,Mountain view,Hair dryer,Complimentary toiletries,Minibar,Room service,Air conditioning,Restaurant,Shuttle bus service,Airport transportation,Bar / lounge,Free breakfast,Pool,Wifi,Free High Speed Internet (WiFi),Free parking,","5 Hadayek Alahram, Alharam Street Beheind Christo Restaurant, Giza 12556 Egypt","Located in Cairo, 700 m from Giza Pyramids, Elite Pyramids Boutique Hotel features accommodation with a restaurant, free private parking, an outdoor swimming pool and a bar. Among the facilities at this property are a shared lounge and an ATM, along with free WiFi throughout the property. The accommodation offers a 24-hour front desk, room service and currency exchange for guests.",Giza
Sheraton Cairo Hotel & Casino,4.0,"EGP 6,479","Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Bridal suite,Pool view,Landmark view,City view,Hair dryer,Flatscreen TV,Electric kettle,Wake-up service / alarm clock,Private bathrooms,Clothes rack,Bottled water,Wardrobe / wardrobe,VIP room facilities,Sofa,Separate living room,Separate dining area,Seating area,Safe,Room service,Private balcony,Interconnected rooms available,Bath / shower,Cable / satellite TV,Minibar,Housekeeping,Dining area,Desk,Air conditioning,Bathrobes,Shoeshine,Ironing service,Laundry service,Dry cleaning,Express check-in / check-out,24-hour front desk,24-hour check-in,Doorperson,ATM on site,Outdoor furniture,Newspaper,Gift shop,Currency exchange,Convenience store,Concierge,Baggage storage,24-hour security,Massage,Spa,Meeting rooms,Banquet room,Conference facilities,Business Centre with Internet Access,Taxi service,Car hire,Airport transportation,Poolside bar,Outdoor dining area,Kids' meals,Kid-friendly buffet,Happy hour,Breakfast in the room,Breakfast buffet,Breakfast available,Restaurant,Coffee shop,Sauna,Personal trainer,Fitness classes,Fitness / spa changing rooms,Yoga room,Outdoor pool,Pool / beach towels,Wifi,Paid private parking on-site,Highchairs available,Nightclub / DJ,Casino and Gambling,Bar / lounge,Fitness Centre with Gym / Workout Room,Pool,Free High Speed Internet (WiFi),Valet parking,","Galae Square, Giza 11511 Egypt","Sheraton Cairo Hotel & Casino sits on the west bank of the River Nile in Cairo, Egypt, in unique adjoining towers that place you in the middle of it all. Come and try your hand at blackjack in our casino, relax in our comfortable accommodations and explore the area around our hotel which includes Cairo Opera House, Egyptian Museum and Cairo shopping centers.",Giza
Pyramisa Suites Hotel Cairo,3.5,"EGP 4,705","Family rooms,Suites,Non-smoking rooms,Flatscreen TV,Safe,Room service,Private balcony,Air conditioning,Laundry service,Dry cleaning,Meeting rooms,Banquet room,Breakfast buffet,Restaurant,Bar / lounge,Outdoor pool,Wifi,Doorperson,Concierge,Conference facilities,Business Centre with Internet Access,Free breakfast,Fitness Centre with Gym / Workout Room,Pool,Free High Speed Internet (WiFi),","60 Giza Street, Dokki, Giza 12611 Egypt","Welcome to Pyramisa Suites Hotel Cairo, your Giza “home away from home. Pyramisa Suites Hotel Cairo aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year. Given the close proximity to Pharaonic Village (2.8 mi), guests of Pyramisa Cairo Hotel can easily experience one of Giza's most popular landmarks. Guest rooms offer a flat screen TV and air conditioning, and Pyramisa Suites Hotel Cairo makes getting online easy as free wifi is available. You can also take advantage of some of the amenities offered by the hotel, including room service and a concierge. In addition, guests can enjoy a pool and free breakfast during their visit. If you are looking for a good seafood restaurant, you may want to check out Hamada Fish, Abou Ghaly Seafood Restaurant, or Wadi El Nil while staying at Pyramisa Suites Hotel Cairo. Giza is also known for some great history museums, including The Grand Egyptian Museum, Egypt Travel Gate Day Tours, and Taha Hussein Museum, which are not too far from Pyramisa Suites Hotel Cairo. Pyramisa Suites Hotel Cairo puts the best of Giza at your fingertips, making your stay both relaxing and enjoyable.",Giza
Sahara Pyramids Inn,4.5,,"Suites,Room service,Housekeeping,Air conditioning,Restaurant,Shuttle bus service,Airport transportation,Pets Allowed ( Dog / Pet Friendly ),Bar / lounge,Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","14 Abou Al Hool Street In Front of the Entrance of Sound and Light, Giza 12556 Egypt","Sahara pyramids inn Amidst in the first line opposite the great pyramids of giza and sphinx The hotel located just a couple of more minutes walking distance from these wonders entrance gate , 30 minutes away driving from saqqara Pyramid and the Egyptian Museum. Seek after secret gates of the ancient world through pharonic decorations in hotel corridors, discover our unparalleled view of the pyrami",Giza
Guardian Guest House,4.5,,"Non-smoking rooms,Landmark view,City view,Hair dryer,Complimentary toiletries,Private bathrooms,Bath / shower,Bidet,Coffee / tea maker,Bottled water,Seating area,Housekeeping,Air conditioning,Blackout curtains,Ironing service,Laundry service,Express check-in / check-out,24-hour front desk,24-hour check-in,Sun terrace,Shops,Outdoor furniture,Baggage storage,24-hour security,Car hire,Special diet menus,Complimentary tea,Complimentary Instant Coffee,Breakfast buffet,Internet,Street parking,Rooftop terrace,Shuttle bus service,Children's television networks,Kids stay free,Horseback riding,Free breakfast,Free High Speed Internet (WiFi),Free public parking nearby,","1 Abou Al Hool street Nazlet el Samman, Giza 12561 Egypt",Imagine waking up in the morning to the view of the 3 Pyramids of Giza and their guardian the Sphinx. Guardian Guest House is a charming property located at a throwing distance from the Giza plateau.,Giza
Cairo Pyramids Hotel,3.5,"EGP 23,180","Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Hair dryer,Wardrobe / wardrobe,VIP room facilities,Telephone,Safe,Bath / shower,Flatscreen TV,Minibar,Room service,Private balcony,Housekeeping,Air conditioning,Blackout curtains,Ironing service,Laundry service,Dry cleaning,24-hour front desk,Doorperson,Concierge,Baggage storage,Meeting rooms,Banquet room,Taxi service,Poolside bar,Swimup bar,Breakfast buffet,Breakfast available,Restaurant,Outdoor pool,Wifi,Secured parking,24-hour security,Conference facilities,Business Centre with Internet Access,Airport transportation,Bar / lounge,Pool,Free internet,Paid private parking on-site,","Alexandria Road, Giza 83110 Egypt","Only a short distance from Giza at the foot of the Pyramids lies the Cairo Pyramids Hotel. The hotel is the perfect starting point for sightseeing, relaxation and business meetings alike. With elegantly appointed rooms and suites, two swimming pools and a variety of bars and restaurants to choose from. Both the Garden wing is offering guests a contemporary, convenient and comfortable experience. Just 35 kilometer from downtown and 51 kilometers from Cairo airport and with easy access to the new industrial areas around the city.",Giza
Mamlouk Pyramids Hotel,4.0,"EGP 2,370","Restaurant,Free High Speed Internet (WiFi),","18 Abo El Houl El Seyahi Street, Giza 12567 Egypt","We are 3 boyhood friends who are traveling for the first time to Egypt and stay 1 night in 3 separate rooms at the Mamlouk Pyramids Hotel before our Egypt tour started. The hotel is probably considered only a 3 star hotel, but it was an excellent choice. My room had a balcony facing the Pyramids with great views. Breakfast is on rooftop and the Pyramids views are breathtaking. Hotel itself is in a great location, next to the Pyramids entrance and rooms are comfortable and clean. We loved it and would recommend it as a great choice for an hotel in Giza.",Giza
Giza Pyramids Inn,4.5,"EGP 1,633","Non-smoking rooms,Air conditioning,Airport transportation,Laundry service,Concierge,Rooftop terrace,Free shuttle or taxi services,Free airport transportation,Free breakfast,Wifi,Free High Speed Internet (WiFi),","7 Sphinx Street Abou El hole Street, Nazlet El Samman, Giza 12512 Egypt","Giza pyramids Inn bed and breakfast is one of the most unique hotels in Giza, the hotel is in front of Sphinx and Great Pyramids of Giza in Cairo. All rooms with air condition and (hot & cold shower), the most balcony overlooking the pyramids, Free Internet access in all rooms and public areas, TV color satellite, 24-hour laundry service, American kitchen, Free airport pick up on arrival. We look forward to welcoming you as our guest. Come enjoy your stay with our family and be a part of it.",Giza
Indiana Hotel Cairo,3.0,EGP 773,"Smoking rooms available,Family rooms,Suites,Non-smoking rooms,Pool view,City view,Hair dryer,Complimentary toiletries,Flatscreen TV,Refrigerator,Private bathrooms,Telephone,Sofa,Seating area,Safe,Room service,Bath / shower,Cable / satellite TV,Minibar,Private balcony,Interconnected rooms available,Housekeeping,Air conditioning,Blackout curtains,Laundry service,Dry cleaning,24-hour front desk,Gift shop,Currency exchange,Concierge,Baggage storage,Meeting rooms,Banquet room,Rooftop bar,Poolside bar,Kids' meals,Breakfast in the room,Breakfast buffet,Breakfast available,Restaurant,Coffee shop,Bar / lounge,Outdoor pool,Wifi,24-hour security,Rooftop terrace,Conference facilities,Business Centre with Internet Access,Children Activities (Kid / Family Friendly),Free breakfast,Pool,Free High Speed Internet (WiFi),","16 Adel Hussien Rostom, Giza 12611 Egypt","Looking for a place to stay in Giza? Then look no further than Indiana Hotel, a budget friendly hotel that brings the best of Giza to your doorstep.Guest rooms offer amenities such as air conditioning, a refrigerator, and a minibar, and guests can go online with free wifi offered by the hotel.In Cairo features 24 hour front desk, a rooftop terrace, and a concierge, to help make your stay more enjoyable. The property also boasts a pool and free breakfast.For those interested in checking out The Egyptian Renaissance Sculpture (1.5 mi) while visiting Giza, Indiana Hotel Cairo is a short distance away.While visiting Giza, you may want to try some shawarma at one of the nearby restaurants, such as Semsema.Looking to explore? Then look no further than The Grand Egyptian Museum (1.0 mi), which is a popular Giza attraction – and it is conveniently located within walking distance of the hotel.We’re sure you’ll enjoy your stay at Indiana Hotel as you experience everything Giza has to offer.",Giza
Panorama Pyramids Inn,4.0,"EGP 1,448","Non-smoking rooms,Flatscreen TV,Air conditioning,Restaurant,Sun terrace,Rooftop terrace,Shuttle bus service,Airport transportation,Bar / lounge,Free breakfast,Internet,Free High Speed Internet (WiFi),","14 Abu El Houl Street, Giza 12557 Egypt","If you’re looking for a family-friendly small hotel in Giza, look no further than Panorama Pyramids Inn.Guest rooms offer air conditioning, and Panorama Pyramids Inn makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the small hotel, including a rooftop terrace. In addition, guests can enjoy free breakfast during their visit.During your visit, be sure to check out one of Giza's popular pubs such as Citrus Restaurant & Pool Bar at Le Meridien Pyramids, Kababgy Abou Khaled, and Alex Top, all a short distance from Panorama Pyramids Inn.There is no shortage of things to do in the area: explore popular ancient ruins such as Pyramids of Giza, Great Pyramid of Cheops (Khufu), and Meidum Pyramid.The staff at Panorama Pyramids Inn looks forward to serving you during your upcoming visit.",Giza
Hayat Pyramids View Hotel,4.0,"EGP 2,205","Non-smoking rooms,Air conditioning,Rooftop bar,Sun terrace,Baggage storage,Rooftop terrace,Airport transportation,Restaurant,Free breakfast,Internet,Free High Speed Internet (WiFi),","3 Sphinx Street Front of the Sphinx Entrance Gate @ The Sound and Light Show Square Next to KFC and Pizza Hut, Giza 12511 Egypt","Although I would not advise staying overnight in Giza (it's much better to see Giza in its splendor during the day than at night, when you unfortunately run into a whole bunch of crazy traders and animal cruelty), the hotel is nice. The staff is very intrusive, sometimes even annoying with tips, but the rooms are big and mostly clean. Unfortunately, the internet did not work for two of the three days we spent there. Breakfast is pretty bad, but you get free water, tea and coffee. The absolute biggest advantage of the hotel is the view from the top. I will never forget such a beautiful scene.",Giza
Pyramid Edge Hotel,4.0,"EGP 1,860","Suites,Kitchenette,Room service,Restaurant,Spa,Airport transportation,Pets Allowed ( Dog / Pet Friendly ),Bar / lounge,Free breakfast,Wifi,Free High Speed Internet (WiFi),Free parking,","25 Abou Al Hool Al Seiahi Nazlet El-Semman, Al Haram, Giza Egypt","Simple but good. Nice bed, good size room, good shower - but make you you turn it on few minutes before you want to use it so the water is hot. Giza Pyramids just few steps away and you can see them from your balcony, it is just another level - for a very reasonable price.",Giza
