hotel Names,Review
https://www.tripadvisor.in/Hotel_Review-g294201-d10356829-Reviews-Steigenberger_Hotel_El_Tahrir-Cairo_Cairo_Governorate.html,Best stay 3ver i would repeat it without thinking the hotel is located nera to museum and all tourstic place's stuff is so kind and helpful qnd having good idea about hospital llitt thanks for everything
https://www.tripadvisor.in/Hotel_Review-g294201-d10356829-Reviews-Steigenberger_Hotel_El_Tahrir-Cairo_Cairo_Governorate.html,This is first stay in Cairo and it’s amazing stay I was here for 3 nights all stuff are good and helpful and friendly I try the breakfast and Cairo bar it was so good and waiters are great and very cooperative
https://www.tripadvisor.in/Hotel_Review-g294201-d10356829-Reviews-Steigenberger_Hotel_El_Tahrir-Cairo_Cairo_Governorate.html,"The staff and the hotel is super nice .  Pool is cool and food is perfect, Huygen and fresh and staff is super friendly.  Honestly i wouldn’t stay at any hotel rather than this one from now on.  Location is near everywhere in cairo and rooms are super clean and well organized and clean and big"
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"Kempinski has been my home for a year since I have moved to Cairo for work and I have nothing but great things to say about this exceptional place. What makes it exceptional is their staff, from the reception guys which I will not say all their names but Mohaz, Mohamed are amazing, to their butler service, to Hassan making you feel most welcome to this hotel, to the cleaners And the guys that take care of your comfort. The hotel is small compared to some of the other chains here I. The Nile but, is quiet, clean, well located, and is price friendly compared to the others. The staff at this hotel go out of their way to accommodate our every need ( change rooms, better towels, directions, etc etc) they are impeccable. The amenities at the hotel are simple but on point, the view at the pool amazing, the spa 5 stars, the gym small and practical. I could write forever since I have had the chance to test every aspect of the hotel by living here for a year. On the food side, breakfast is amazing, Mariam greats you and Omar , Hossam and Mina and all others I might not memorize every name make you feel special. Blue is a good tasty Italian place and Osmanly is the best Turkey food you can ask for. Chocolate bar and lounge always good music and amazing deserts ( try the orientam plate)  I have to say thank you for making me feel at home away from home.  Ivan…"
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"We were on a tour of Egypt and stayed at the Kempinski twice--once at the beginning and once at the end.  Both times, we were impressed with the service, the quality of food at breakfast and room service, and the freshly ironed bed linens.  Unfortunately at the end of our trip, we were quarantined for 5 days due to a positive test for Covid.  The staff provided us with everything from food to linens at our request in a timely and polite manner, which helped alleviate the boredom.  The concierge was outstanding.  She was able to find us a doctor to evaluate our ability to travel after 5 days, when no one else could--not our tour company or the American Embassy.  When we left, there were two pre-packaged breakfasts for us to take on our flight.    We definitely would recommend this hotel.…"
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"A big thank you for Hady (your French is perfect) and Amir on the reception, guys you are amazing!!  So nice and friendly!! The services was perfect ! Thanks to all the personnel to make this séjour so nice and comfortable!! Very good Hotels that I recommend at 100%  Souad"
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"The staff are amazing and beyond. The food is great. The room is great with a view, clean and neat. would like to thank matiam from the blue restaurant and Abeer from the guest relations and all the staff."
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"Great stay!The room was huge with fantastic views. After each day out, having a drink by the pool a great. We loved the Turkish restaurant and the buffet breakfast was delicious. The service was great and Carlos at reception was super helpful "
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"Nice hotel with a great rooftop area to chill out. Very friendly staff especially Harem. Done if the areas of the hotel need a little maintenance. Loose tiles in the pool BBC area, tap handle in room kept falling off. I’m sure they will sort this."
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,The madiena suites are spacious and nice. Breakfast is good and the service is amazing from all staff! Special thanks to Abeer from Guest Relations for her kindness and great service. We would definitely repeat the stay.
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,Mohamed was very nice and made sure to answer our questions and assist. The hotel was very nice as well. The hotel was staff was nice. They have multiple restaurants to dine with. The rooftop pool was very nice also. 
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"Extremely clean environment with friendly staff everywhere.....and the food was always hot, served time and the outstanding friendliness of the initial great and check on and check out. I will surely come again and apply for a long time rela. "
https://www.tripadvisor.in/Hotel_Review-g294201-d1597516-Reviews-Kempinski_Nile_Hotel_Garden_City_Cairo-Cairo_Cairo_Governorate.html,"Hotel was great, a little tired round the edges but the staff were hugely attentive and professional. Thanks to Mina Girgis for all his help.  The breakfast spread is outstanding, boots were well and truly filled for the day. Location was good for us and despite taking life into our hands somewhat crossing roads, we could walk at night to various restaurants .  One thing, the breakfast manager asked if our servant was doing a good job. Might be worth the Kempinski addressing how they title their staff, having a ‘servant’ didn’t sit well with us. Our waiter was excellent and polite."
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,"I stayed at this hotel for 2 nights to attend a wedding.  The decor of the hotel is really nice; however, most importantly, the rooms were really dirty. We had a chalet by the pool. The floor of the chalet was dirty, as if you were walking outside. The toilet was terrible, filled with dust and mold.   Housekeeping service is terrible; they didn’t vacuum the floor; they just made the bed without changing the sheets; and they only provided new towels.   I don’t recommend this hotel, and I am not coming back."
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,"I have no idea how this hotel got the 5 start designation……not sure where to start but I will do my best to describe the experience as clear as possible. First of all, this hotel is one of the biggest wedding destination in Cairo which is perfectly alright except that weddings last till 4:30-5am and the music is so loud which means you will only be able to go to sleep then and not before.  Im by no means a litte sleeper. Second, the entire hotel smells like cigarette smoke including my room.  It is an awful smell for a non smoking person. Third, the room feels like it is dirty with carpet stain all over. Fourth, I had no hot water in my First day and when the plumber showed up, he ended up complaining about the unique system in this hotel which is every room has its own water heater…..I had to take a cold shower that day. Fifth, upon check out I called the front office to send over a bell man to help with luggage, that took 45 minutes (literally) I ended up brining down my own luggage so I do not miss my hired ride to the airport. I wish I read a review like this one before I made my plans but oh well, travel and learn….…"
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,Excellent place ! The room was clean and quiet. Excelent service . Great choices of restaurants . Food selection was great . All the staff was very helpful specially Thanks for all the help to Asem Husainy for his hospitality.
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,Had a pleasnt stay staff were friendly olce was clean cafe was nice  Place had a really nice view  Garden looks nice and amazing  Yousif ibrahim was helpful and nice  He was helpfull and understanding  Umbiya sameer as well was friendly  Place is nice
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,"This place is beautiful and the staff is wonderful 10 out of would recommend.  Asem and mosalah were great! The building is one you can't stop admiring, from the plants the building and lighting. Nicest place I have ever stayed."
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,wonderful reception people was very good restaurants are wondeful and lasobthe rooms (in particular the renowned rooms) I will return for sure very good ratio Money/Quality the garden outside is very well kept and pleasant for a walk.. Gymn is well equipped 
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,"The hotel is actually quite lavish from the inside and has a lovely large garden, so ideal for an evening walk in winter. Lovely cafe, small cinema and nice restaurants. The rooms are ok, very standard. Amenities in the room are worn out. The SPA is below average and not enticing at all. The gym is working out and some treadmills don’t work. On check out they tried to pull a fast one, telling me that I consumed something from the mini bar and I know I didn’t. They even wanted to show me the wrapper from the garbage. A failed stunt to get money. So watch out."
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,The staff veryyy helpfull...very kind...They updgrade our room to the biggest room in the hotel... it was great...the breakfast very nicee...the hotel very unique architecture...clean and complete facility... the staff mahmood and the team amazing very helpfull......very recommend hotel....love it
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,everything is clean and the staff are accomodating. untill next time 😊 surely we gonna have visit and check in again..  thank you Mr. Mohamad Hassan for wonderfully accomodating us and Ms. Omnia as well
https://www.tripadvisor.in/Hotel_Review-g294201-d2389917-Reviews-Al_Masa_Hotel_Nasr_City-Cairo_Cairo_Governorate.html,"Everything is perfect! The whole place full of activities ( cenima , restaurants, etc) you can spend all your time there,, the service is great the staff are kind and welcoming! The prices is very good too! ,, definitely will come again!  Specially from front office ms omniya samer and mr mohamed hassan"
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,Very nice restaurant and charming service. I can highly recommand the restaurant. We ate a sneak and chicken wings and a lot of different side dishes. Love to go to the restaurantanother time when we visit Cairo
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,"To start, we scheduled an airport greet and transfer through the hotel.  This was the best thing we ever did.  Ahmed was so professional and helped us speed through the process,  He loaded the private transport car and our driver explained all of the sites to us along the way to the Hotel.  We were greeted immediately upon arrival and check in was a breeze and super fast.  Our room was upgraded for our joint Birthdays and Anniversary and we had rose petals around the room and a big heart on the bed with rose petals.  The most delicious sweets along with a strawberry shortcake was waiting for us in the room.  The hotel is so beautiful and our room has a view of the city and the Nile river.    We could not be more pleased.  What a great experience overall!"
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,The he steak house is amazing food and service also Tarik and haytham  they did a great job everything’s was great they did a wonderful service also the food is a wonderful.we are very happy to visit this place and we will be back again because everything was amazing
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,"One of the terrible hotel I have even been with Marriott Group. Absolutely rubbish, no services at all.  Few things  1. No one is picking up call at the operator switchboard 2. No benefits guide for elite members 3. Rooms are old 4. When you ask for a mgr, they won’t attend complaints"
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,"What a experience! Amazing food, quality beyond belief.. Tarek our waiter was amazing and the service that was provided; 10/10. Steaks are premium and not to forget about the scenery, it is amazing. All the other waiters were welcoming and held an amazing conversation of the country."
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,When you are in Cairo you must come here for an awesome start to the day with a sumptuous spread of breakfast. What made it worth memorable is the excellent service to go with the lovely spread of delicious food. Really loved the service of Asmaa being such a nice hostess and The rest of the team they made our morning extra special
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,I stayed for 2 months and as long as you can afford it I 100% recommend it. The location is perfect. The staff is the best. When you go for breakfast look for Mr Tarek tell him Andre sent you. He will take good care of you. 
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,"The bests restaurants are here in special the smoke house, the best meat, excellent Service, so kind and nice, very friendly. 100% recommend. If you want to eat the best burgues and bbq this is the place. "
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,"JW's Steakhouse was the best dinner. The food was amazing and the staff are the best. Emad and Farouk were friendly, funny and knowledgeable. Come dine here when you are in Cairo. You will not be disappointed. "
https://www.tripadvisor.in/Hotel_Review-g294201-d299719-Reviews-Cairo_Marriott_Hotel_Omar_Khayyam_Casino-Cairo_Cairo_Governorate.html,"Here at Restaurante Tuscany and enjoying the hospitality (and sampling the great wines) with Tarek!  Great day in the city and a good atmosphere here.   The breads were incredible, the mushroom soup spot on in richness and taste. The sea bream was cooked perfectly and was seasoned nicely by the garnish.  Recommended "
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,"I just stayed in movie bar for the hotel, it’s very perfect service .  There is top staff and management  I will recommend this hotel for my family and friends  Thanks for all and i will come again ….."
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,"I would like to say thank you for all stuff there, and specially for Mr. Hossam Ahmed in laundry service, he helped for my uniform (I made late check in in the hotel and I knew that the laundry service ended service at 11 pm but he didn't reject to help me and he took my uniform and back to me after 10 mins, thank you Mr. Hossam for that)"
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,"Very nice, clean and comfortable hotel with a beautiful pool. Staff is very helpful and professional.  Early check in and late check out available. Close to airport and shuttle service free of charge.  Really recommend the place."
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,"I had a hood stay at Le Passage, and the staff assisted with all my requirements especially that I was on an extended stay due to an off-sick 3 days of non-travel. The staff assisted recommend a good hospital and ensured I had a comfortable room. Thanks Martina and Andrew. Thanks Le Passage for your warm hospitality and beautiful hotel conveniently close to the airport."
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,"I really enjoyed my stay at LePassage Cairo; taking food at Orangeire restaurant was really amazing & delicious.  The staff is so organized, pleasing & welcoming specially Mr Zakaria, Menna, Mai & Esraa - Great team work & collaboration. "
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,The food is good and the service staffs are approachable. Highly Recommended Hotel for travelers. the room is clean and complete with essentials. the wifi is free and fast even in my room. thanks to all orangeri staff.
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,Good food and accommodating staff. The room is clean and desserts are uniquie. Will come back again. Wifi slow in room and strong in lobby. Shuttle bus is free from airport to lounge. A truly remarkable hotel
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,hotel the hotel and service are very good . the lady ( duty manager ) helped me very much though check and check out . and let me ti stay in the room till 2 PM  the food is good and I will come again with long stay
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,"Great experience.. excelent food with different kind of Choices. Room is well maintaind clean.  crew and staff are freindly, and approachable.Thank youfor the great experience.accomadating venue site...."
https://www.tripadvisor.in/Hotel_Review-g294201-d301746-Reviews-Le_Passage_Cairo_Hotel_Casino-Cairo_Cairo_Governorate.html,The stay was fantastic. The buffet was outstanding with a wide variety of dishes. The rooms were well cleaned and up to the standard. The staff was very friendly and helpful. Will for sure visit them again.
https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"first of all I would like to mention Mr Amir, the director of this hotel, because he is one of the nicest persons I ever met, he tries his best to help and make you feel welcome. All the people in general are extremely nice and helpful but he is much more. The hotel is not in the centre but it is only 20min far from the airport and it is in direct communication through the garage to the Citystars shopping centre, the biggest of Egypt. Thanks to this, you do not have to take a taxi to go to any restaurant, as inside the Citystars there is a wide choice of high level restaurants with very high ratings in Tripadvisor as well. Being the Staybridge the same family of Intercontinental, from the shopping centre you also have direct access to this other hotel where there are other excellent restaurants. Prices of restaurants are also much cheaper than staying anywhere else in the centre. In any tourist area prices are at least double. I did not give 5 stars because they need to improve breakfast service and quality. All the rest is really excellent, rooms are big, very confortable, very clean, they leave bottles of water every day, laundry is for free, beds are very confortable. Wifi works perfect. There is no swimming pool while the gym is very good. There is nothing outside the hotel and the area is not nice, but it is the standard in Cairo, as pollution and traffic are terrible, and quality of the buildings is extremely poor. The hotel is a gem in the area. The shopping centre closes at late night therefore in case of any need you find anything in there…"
https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"The hotel is very clean and quiet and have excellent location with direct access to the city stars mall which contains all sort of shopping, dinning and fun places. The food served in the included breakfast was very good as well with good variety and options to dine in the restaurant or the room."
https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Great experience thanks to a wonderful staff. Shady and Muhammad Abdullah at the front desk remember you and your room number throughout the stay. Very helpful. Rehab and Nagwa run the restaurant with caring and efficiency. Suites are as big as my first condo. Two caveats: 1, there is no pool. You can walk through the lovely Intercontinental pool area (sister hotel next door) but you can’t use it. 2, no dedicated tour desk. The front desk staff will help arrange anything you request, though!    The hotel is connected to an upscale mall with gourmet grocery store, theaters, and tons of restaurants."
https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"I came to Egypt and found out about an event called Ramadan. Ramadan is a very important and sacred event for Egyptians. I am currently staying at Staybridge. The staff at Staybridge will give me great support as a foreigner. During Ramadan, the staff provided me with a comfortable room. I am deeply grateful to Miss.Asmaa and Mr.Amir. PS Staff Abdelrahman, Mina, Salah, Nagwa, Rehab, Adel, Tarek, Michael… The staff are all wonderful people. 私は、Egyptに来て、Ramadanという行事を知りました。 RamadanはEgypt人にとって、とても大事で神聖な行事です。 Staybridgeのスタッフは、外国人の私に大きなサポートをしてくれました。 ラマダンの期間に、スタッフは、私が快適に過ごせる部屋を用意してくれました。 Miss.AsmaaとMr.Amirに、私は心から感謝します。"
https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,Service is perfect.. the view from my room fantastic  thank you Staybridge and the   team is freindely and politely special Miss Asmaa Elhadary  and Mr. Amir Mahmoud   from the reception exceeded my expectations
